[ -1.01169e-16, -49.9446, 0.255538, -25.03, -0.315944, 0.218173, 1.43939e-05 ]
[ -6.78472e-20, -49.946, 0.255561, -25.0293, -0.315943, 0.218799, 1.6575e-05 ]
[ -1.75125e-17, -49.9468, 0.255575, -25.029, -0.315941, 0.219101, 1.74733e-05 ]
[ -1.86008e-17, -49.9476, 0.255579, -25.0286, -0.315944, 0.219401, 1.8889e-05 ]
[ 4.71888e-17, -49.9485, 0.255594, -25.0283, -0.315942, 0.219727, 1.9759e-05 ]
[ 1.75108e-17, -49.9493, 0.25561, -25.0279, -0.315944, 0.220042, 2.11561e-05 ]
[ -2.85679e-17, -49.9503, 0.255618, -25.0276, -0.315943, 0.220372, 2.22997e-05 ]
[ 2.74706e-17, -49.9513, 0.255633, -25.0272, -0.315943, 0.220684, 2.3486e-05 ]
[ 2.86079e-17, -49.9523, 0.255644, -25.0269, -0.315944, 0.221001, 2.47879e-05 ]
[ 2.75152e-17, -49.9534, 0.25566, -25.0265, -0.315943, 0.221293, 2.5781e-05 ]
[ 2.86817e-17, -49.9546, 0.255667, -25.0262, -0.315946, 0.221574, 2.71285e-05 ]
[ -4.55381e-20, -49.9557, 0.255681, -25.0259, -0.315944, 0.221852, 2.78742e-05 ]
[ -3.57474e-20, -49.9569, 0.255698, -25.0256, -0.315946, 0.222115, 2.90122e-05 ]
[ 2.9782e-17, -49.9581, 0.255713, -25.0254, -0.315944, 0.222372, 2.97956e-05 ]
[ 7.47257e-17, -49.9595, 0.255731, -25.0251, -0.315943, 0.222598, 3.04348e-05 ]
[ 1.05221e-18, -49.9609, 0.25574, -25.0249, -0.315943, 0.222822, 3.13273e-05 ]
[ -2.86486e-17, -49.9623, 0.25576, -25.0247, -0.315943, 0.223035, 3.20392e-05 ]
[ -4.79897e-21, -49.9639, 0.255773, -25.0244, -0.315945, 0.223267, 3.31636e-05 ]
[ -1.03311e-16, -49.9656, 0.255798, -25.0242, -0.315944, 0.223503, 3.37809e-05 ]
[ -2.23336e-18, -49.9674, 0.255811, -25.0239, -0.315945, 0.223762, 3.48077e-05 ]
[ -4.62253e-17, -49.9693, 0.255834, -25.0236, -0.315942, 0.224041, 3.55466e-05 ]
[ 7.47601e-17, -49.9713, 0.255855, -25.0233, -0.315943, 0.224341, 3.67409e-05 ]
[ -4.61154e-17, -49.9734, 0.255882, -25.023, -0.315941, 0.224674, 3.76304e-05 ]
[ 2.75979e-17, -49.9755, 0.255908, -25.0226, -0.315942, 0.225009, 3.88986e-05 ]
[ 2.97219e-17, -49.9777, 0.255927, -25.0222, -0.315942, 0.225372, 4.02926e-05 ]
[ -7.35696e-17, -49.98, 0.255958, -25.0218, -0.315941, 0.225756, 4.15592e-05 ]
[ 4.61515e-17, -49.9824, 0.255979, -25.0214, -0.315942, 0.226162, 4.31071e-05 ]
[ 9.12523e-21, -49.985, 0.256014, -25.0209, -0.315941, 0.226595, 4.45492e-05 ]
[ 7.36282e-17, -49.9877, 0.256045, -25.0205, -0.315941, 0.22702, 4.60672e-05 ]
[ -2.64426e-17, -49.9906, 0.256075, -25.0201, -0.315939, 0.227439, 4.7358e-05 ]
[ 2.63287e-17, -49.9935, 0.256105, -25.0196, -0.315942, 0.227852, 4.93248e-05 ]
[ -7.89878e-20, -49.9965, 0.256136, -25.0192, -0.315941, 0.228259, 5.05764e-05 ]
[ -1.13071e-18, -49.9997, 0.256178, -25.0187, -0.315941, 0.228667, 5.189e-05 ]
[ -7.36959e-17, -50.0031, 0.256209, -25.0183, -0.315941, 0.22907, 5.34248e-05 ]
[ 4.6241e-17, -50.0065, 0.256253, -25.0179, -0.315938, 0.229452, 5.44338e-05 ]
[ 2.86467e-17, -50.01, 0.256283, -25.0175, -0.315939, 0.229815, 5.59494e-05 ]
[ -7.24612e-17, -50.0135, 0.25632, -25.0171, -0.315939, 0.230138, 5.70995e-05 ]
[ 1.74461e-20, -50.0171, 0.25636, -25.0168, -0.315939, 0.230432, 5.82217e-05 ]
[ 2.63177e-17, -50.0208, 0.256401, -25.0165, -0.315939, 0.230701, 5.91292e-05 ]
[ 2.64945e-17, -50.0246, 0.256436, -25.0162, -0.315941, 0.230951, 6.03222e-05 ]
[ 1.01122e-16, -50.0283, 0.256472, -25.016, -0.315939, 0.231172, 6.09095e-05 ]
[ -2.86855e-17, -50.032, 0.256515, -25.0157, -0.315939, 0.231382, 6.16849e-05 ]
[ -9.9446e-18, -50.0358, 0.256541, -25.0155, -0.315941, 0.231595, 6.27609e-05 ]
[ -7.36261e-17, -50.0396, 0.256589, -25.0153, -0.315939, 0.231785, 6.31664e-05 ]
[ 1.12041e-18, -50.0433, 0.256629, -25.0151, -0.315939, 0.231988, 6.39612e-05 ]
[ 2.75503e-17, -50.0469, 0.256662, -25.0149, -0.315938, 0.232162, 6.45052e-05 ]
[ -1.17879e-18, -50.0504, 0.256702, -25.0146, -0.315941, 0.232347, 6.54415e-05 ]
[ 1.095e-18, -50.0539, 0.256733, -25.0144, -0.315938, 0.232531, 6.58189e-05 ]
